SEASON,HOME_TEAM,AWAY_TEAM,HT_SCORE,AW_SCORE
2017,Spartak Moskva,Liverpool FC,1,1
2017,Sevilla FC,NK Maribor,3,0
2017,Spartak Moskva,Sevilla FC,5,1
2017,NK Maribor,Liverpool FC,0,7
2017,Sevilla FC,Spartak Moskva,2,1
2017,Liverpool FC,NK Maribor,3,0
2017,Spartak Moskva,NK Maribor,1,1
2017,Sevilla FC,Liverpool FC,3,3
2017,Liverpool FC,Spartak Moskva,7,0
2017,NK Maribor,Sevilla FC,1,1
2017,Shakhtar Donetsk,SSC Napoli,2,1
2017,Feyenoord,Manchester City,0,4
2017,Manchester City,Shakhtar Donetsk,2,0
2017,SSC Napoli,Feyenoord,3,1
2017,Manchester City,SSC Napoli,2,1
2017,Feyenoord,Shakhtar Donetsk,1,2
2017,SSC Napoli,Manchester City,2,4
2017,Shakhtar Donetsk,Feyenoord,3,1
2017,SSC Napoli,Shakhtar Donetsk,3,0
2017,Manchester City,Feyenoord,1,0
2017,Shakhtar Donetsk,Manchester City,2,1
2017,Feyenoord,SSC Napoli,2,1
2017,FC Porto,Be?ikta?,1,3
2017,RB Leipzig,AS Monaco,1,1
2017,AS Monaco,FC Porto,0,3
2017,Be?ikta?,RB Leipzig,2,0
2017,AS Monaco,Be?ikta?,1,2
2017,RB Leipzig,FC Porto,3,2
2017,Be?ikta?,AS Monaco,1,1
2017,FC Porto,RB Leipzig,3,1
2017,Be?ikta?,FC Porto,1,1
2017,AS Monaco,RB Leipzig,1,4
2017,FC Porto,AS Monaco,5,2
2017,RB Leipzig,Be?ikta?,1,2
2017,Tottenham Hotspur,Borussia Dortmund,3,1
2017,Real Madrid,APOEL Nikosia,3,0
2017,Borussia Dortmund,Real Madrid,1,3
2017,APOEL Nikosia,Tottenham Hotspur,0,3
2017,Real Madrid,Tottenham Hotspur,1,1
2017,APOEL Nikosia,Borussia Dortmund,1,1
2017,Tottenham Hotspur,Real Madrid,3,1
2017,Borussia Dortmund,APOEL Nikosia,1,1
2017,Borussia Dortmund,Tottenham Hotspur,1,2
2017,APOEL Nikosia,Real Madrid,0,6
2017,Real Madrid,Borussia Dortmund,3,2
2017,Tottenham Hotspur,APOEL Nikosia,3,0
2017,Juventus,Tottenham Hotspur,2,2
2017,FC Basel,Manchester City,0,4
2017,FC Porto,Liverpool FC,0,5
2017,Real Madrid,Paris Saint-Germain,3,1
2017,Chelsea FC,FC Barcelona,1,1
2017,Bayern München,Be?ikta?,5,0
2017,Sevilla FC,Manchester United,0,0
2017,Shakhtar Donetsk,AS Roma,2,1
2017,Liverpool FC,FC Porto,0,0
2017,Paris Saint-Germain,Real Madrid,1,2
2017,Tottenham Hotspur,Juventus,1,2
2017,Manchester City,FC Basel,1,2
2017,Manchester United,Sevilla FC,1,2
2017,AS Roma,Shakhtar Donetsk,1,0
2017,Be?ikta?,Bayern München,1,3
2017,FC Barcelona,Chelsea FC,3,0
2017,Sevilla FC,Bayern München,1,2
2017,Juventus,Real Madrid,0,3
2017,FC Barcelona,AS Roma,4,1
2017,Liverpool FC,Manchester City,3,0
2017,AS Roma,FC Barcelona,3,0
2017,Manchester City,Liverpool FC,1,2
2017,Bayern München,Sevilla FC,0,0
2017,Real Madrid,Juventus,1,3
2017,Liverpool FC,AS Roma,5,2
2017,Bayern München,Real Madrid,1,2
2017,Real Madrid,Bayern München,2,2
2017,AS Roma,Liverpool FC,4,2
2017,Real Madrid,Liverpool FC,3,1
